period,product,market,speed,bundle,package,packageType,price,price_market_speed_bundle_package_packageType
2021-04-04,Optimum Business,,350.0,2P,"OOL, OV",PROMOTION: Amazon Prime Membership,,"_350.0_2P_OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,350.0,2P,"OOL, OV",PROMOTION: Business Premier Protection & Support,,"_350.0_2P_OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,450.0,2P,"OOL, OV",,,"_450.0_2P_OOL, OV_"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Broadcast Basic,,"_450.0_2P_VIDEO, OOL_Broadcast Basic"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Business Choice,,"_450.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Business Value,,"_450.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Business Preferred,,"_450.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Entertainment Value,,"_450.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Optimum Business,,450.0,2P,"VIDEO, OOL",Entertainment Preferred,,"_450.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Optimum Business,,450.0,2P,"OOL, OV",PROMOTION: Amazon Prime Membership,,"_450.0_2P_OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,450.0,2P,"OOL, OV",PROMOTION: Business Premier Protection & Support,,"_450.0_2P_OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,500.0,2P,"OOL, OV",,114.9,"_500.0_2P_OOL, OV_"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Broadcast Basic,255.89999999999998,"_500.0_2P_VIDEO, OOL_Broadcast Basic"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Business Choice,274.9,"_500.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Business Value,314.94,"_500.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Business Preferred,324.94,"_500.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Entertainment Basic,,"_500.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Entertainment Value,314.94,"_500.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Optimum Business,,500.0,2P,"VIDEO, OOL",Entertainment Preferred,324.94,"_500.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Optimum Business,,500.0,2P,"OOL, OV",PROMOTION: AMEX Gift Card,,"_500.0_2P_OOL, OV_PROMOTION: AMEX Gift Card"
2021-04-04,Optimum Business,,500.0,2P,"OOL, OV",PROMOTION: Amazon Gift Card,,"_500.0_2P_OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,500.0,2P,"OOL, OV",PROMOTION: Visa Gift Card,-100.0,"_500.0_2P_OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,700.0,2P,"OOL, OV",,164.9,"_700.0_2P_OOL, OV_"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Broadcast Basic,255.89999999999998,"_700.0_2P_VIDEO, OOL_Broadcast Basic"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Business Choice,274.9,"_700.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Business Value,314.94,"_700.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Business Preferred,324.94,"_700.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Entertainment Value,314.94,"_700.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Optimum Business,,700.0,2P,"VIDEO, OOL",Entertainment Preferred,324.94,"_700.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Optimum Business,,700.0,2P,"OOL, OV",PROMOTION: Visa Gift Card,-200.0,"_700.0_2P_OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,700.0,2P,"OOL, OV",PROMOTION: Amazon Gift Card,,"_700.0_2P_OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,940.0,2P,"OOL, OV",,244.9,"_940.0_2P_OOL, OV_"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Broadcast Basic,320.9,"_940.0_2P_VIDEO, OOL_Broadcast Basic"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Business Choice,339.9,"_940.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Business Value,379.94,"_940.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Business Preferred,389.94,"_940.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Entertainment Basic,,"_940.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Entertainment Value,379.94,"_940.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Optimum Business,,940.0,2P,"VIDEO, OOL",Entertainment Preferred,389.94,"_940.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Optimum Business,,940.0,2P,"OOL, OV",PROMOTION: Amazon Gift Card,,"_940.0_2P_OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,940.0,2P,"OOL, OV",PROMOTION: Visa Gift Card,-300.0,"_940.0_2P_OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_100.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Business Choice,,"_100.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Business Value,,"_100.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_100.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_100.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,100.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_100.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_150.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Business Choice,,"_150.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Business Value,,"_150.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_150.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_150.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_150.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",PROMOTION: AMEX Gift Card,,"_150.0_3P_VIDEO, OOL, OV_PROMOTION: AMEX Gift Card"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Prime Membership,,"_150.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,150.0,3P,"VIDEO, OOL, OV",PROMOTION: Business Premier Protection & Support,,"_150.0_3P_VIDEO, OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_200.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Business Choice,,"_200.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Business Value,,"_200.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_200.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_200.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_200.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,200.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Prime Membership,,"_200.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_250.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Business Choice,,"_250.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Business Value,,"_250.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_250.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_250.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_250.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Prime Membership,,"_250.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,250.0,3P,"VIDEO, OOL, OV",PROMOTION: Business Premier Protection & Support,,"_250.0_3P_VIDEO, OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Broadcast Basic,94.85,"_300.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Business Choice,119.85000000000001,"_300.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Business Value,159.89,"_300.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Business Preferred,169.89,"_300.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Entertainment Basic,,"_300.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Entertainment Value,159.89,"_300.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,169.89,"_300.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",PROMOTION: AMEX Gift Card,,"_300.0_3P_VIDEO, OOL, OV_PROMOTION: AMEX Gift Card"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Gift Card,,"_300.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,300.0,3P,"VIDEO, OOL, OV",PROMOTION: Visa Gift Card,,"_300.0_3P_VIDEO, OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_350.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Business Choice,,"_350.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Business Value,,"_350.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_350.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_350.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_350.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Prime Membership,,"_350.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,350.0,3P,"VIDEO, OOL, OV",PROMOTION: Business Premier Protection & Support,,"_350.0_3P_VIDEO, OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Broadcast Basic,,"_450.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Business Choice,,"_450.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Business Value,,"_450.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Business Preferred,,"_450.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Entertainment Value,,"_450.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,,"_450.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Prime Membership,,"_450.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Prime Membership"
2021-04-04,Optimum Business,,450.0,3P,"VIDEO, OOL, OV",PROMOTION: Business Premier Protection & Support,,"_450.0_3P_VIDEO, OOL, OV_PROMOTION: Business Premier Protection & Support"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Broadcast Basic,134.85,"_500.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Business Choice,159.85000000000002,"_500.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Business Value,199.89,"_500.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Business Preferred,209.89,"_500.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Entertainment Basic,,"_500.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Entertainment Value,199.89,"_500.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,209.89,"_500.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",PROMOTION: AMEX Gift Card,,"_500.0_3P_VIDEO, OOL, OV_PROMOTION: AMEX Gift Card"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Gift Card,,"_500.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,500.0,3P,"VIDEO, OOL, OV",PROMOTION: Visa Gift Card,-100.0,"_500.0_3P_VIDEO, OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Broadcast Basic,184.85,"_700.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Business Choice,209.85000000000002,"_700.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Business Value,249.89,"_700.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Business Preferred,259.89,"_700.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Entertainment Value,249.89,"_700.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,259.89,"_700.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",PROMOTION: Visa Gift Card,-200.0,"_700.0_3P_VIDEO, OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Optimum Business,,700.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Gift Card,,"_700.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Broadcast Basic,264.85,"_940.0_3P_VIDEO, OOL, OV_Broadcast Basic"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Business Choice,289.85,"_940.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Business Value,329.89,"_940.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Business Preferred,339.89,"_940.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Entertainment Basic,,"_940.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Entertainment Value,329.89,"_940.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,339.89,"_940.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",PROMOTION: Amazon Gift Card,,"_940.0_3P_VIDEO, OOL, OV_PROMOTION: Amazon Gift Card"
2021-04-04,Optimum Business,,940.0,3P,"VIDEO, OOL, OV",PROMOTION: Visa Gift Card,-300.0,"_940.0_3P_VIDEO, OOL, OV_PROMOTION: Visa Gift Card"
2021-04-04,Suddenlink Business ,400 Markets,100.0,1P,OOL,,64.95,400 Markets_100.0_1P_OOL_
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"OOL, OV",,59.900000000000006,"400 Markets_100.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Business Basic,90.9,"400 Markets_100.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Business Choice,103.94,"400 Markets_100.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Business Value,143.85000000000002,"400 Markets_100.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Business Preferred,163.8,"400 Markets_100.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Entertainment Basic,90.94,"400 Markets_100.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Entertainment Value,129.94,"400 Markets_100.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,400 Markets,100.0,2P,"VIDEO, OOL",Entertainment Preferred,139.94,"400 Markets_100.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Business Basic,105.85000000000001,"400 Markets_100.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Business Choice,118.89000000000001,"400 Markets_100.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Business Value,158.8,"400 Markets_100.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Business Preferred,178.75,"400 Markets_100.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Entertainment Basic,105.89000000000001,"400 Markets_100.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Entertainment Value,144.89,"400 Markets_100.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,400 Markets,100.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,154.89,"400 Markets_100.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,200.0,1P,OOL,,104.94999999999999,400 Markets_200.0_1P_OOL_
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"OOL, OV",,99.89999999999999,"400 Markets_200.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Business Basic,130.89999999999998,"400 Markets_200.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Business Choice,143.93999999999997,"400 Markets_200.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Business Value,183.84999999999997,"400 Markets_200.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Business Preferred,203.79999999999995,"400 Markets_200.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Entertainment Basic,130.93999999999997,"400 Markets_200.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Entertainment Value,169.93999999999997,"400 Markets_200.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,"VIDEO, OOL",Entertainment Preferred,179.93999999999997,"400 Markets_200.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Business Basic,145.84999999999997,"400 Markets_200.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Business Choice,158.88999999999996,"400 Markets_200.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Business Value,198.79999999999995,"400 Markets_200.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Business Preferred,218.74999999999994,"400 Markets_200.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Entertainment Basic,145.88999999999996,"400 Markets_200.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Entertainment Value,184.88999999999996,"400 Markets_200.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,194.88999999999996,"400 Markets_200.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,200.0,2P,,PROMOTION:Visa Gift Card,-100.0,400 Markets_200.0_2P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,400 Markets,200.0,3P,,PROMOTION:Visa Gift Card,-100.0,400 Markets_200.0_3P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,400 Markets,400.0,1P,OOL,,159.95,400 Markets_400.0_1P_OOL_
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"OOL, OV",,154.89999999999998,"400 Markets_400.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Business Basic,185.89999999999998,"400 Markets_400.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Business Choice,198.94,"400 Markets_400.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Business Value,238.85,"400 Markets_400.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Business Preferred,258.79999999999995,"400 Markets_400.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Entertainment Basic,185.94,"400 Markets_400.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Entertainment Value,224.94,"400 Markets_400.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,"VIDEO, OOL",Entertainment Preferred,234.94,"400 Markets_400.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Business Basic,200.84999999999997,"400 Markets_400.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Business Choice,213.89,"400 Markets_400.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Business Value,253.79999999999998,"400 Markets_400.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Business Preferred,273.75,"400 Markets_400.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Entertainment Basic,200.89,"400 Markets_400.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Entertainment Value,239.89,"400 Markets_400.0_3P_VIDEO, OOL, OV_Entertainment Value"
